observed_on,description,scientific_name,common_name,taxon_order_name,taxon_family_name,field:perching on
28/01/2022,Beaten from Holm Oak (Quercus ilex),Halyzia sedecimguttata,Orange Ladybird,Coleoptera,Coccinellidae,
28/01/2022,Beaten from Hawthorn (Crataegus sp),Cardiastethus fasciiventris,,Hemiptera,Anthocoridae,
28/01/2022,Beaten from Hawthorn (Crataegus sp),Gibbaranea gibbosa,Humped orbweb spider,Araneae,Araneidae,
28/01/2022,Beaten from Hawthorn (Crataegus sp),Calvia quatuordecimguttata,Cream-spot Ladybird,Coleoptera,Coccinellidae,
28/01/2022,Beaten from Hawthorn (Crataegus sp),Cerobasis guestfalica,,Psocodea,Trogiidae,
28/01/2022,Beaten from Ivy (Hedera helix),Halyzia sedecimguttata,Orange Ladybird,Coleoptera,Coccinellidae,
28/01/2022,Beaten from Holm Oak (Quercus ilex),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
28/01/2022,Beaten from Holm Oak (Quercus ilex),Halyzia sedecimguttata,Orange Ladybird,Coleoptera,Coccinellidae,
28/01/2022,Beaten from Holm Oak (Quercus ilex),Kleidocerys resedae,Birch Catkin Bug,Hemiptera,Lygaeidae,
28/01/2022,Beaten from Holm Oak (Quercus ilex),Halyzia sedecimguttata,Orange Ladybird,Coleoptera,Coccinellidae,
28/01/2022,Beaten from Holm Oak (Quercus ilex),Anthocoris nemorum,Common Flowerbug,Hemiptera,Anthocoridae,
28/01/2022,Beaten from Ivy (Hedera helix),Diaea dorsata,Eurasian Green Crab Spider,Araneae,Thomisidae,
29/01/2022,,Vanessa atalanta,Red Admiral,Lepidoptera,Nymphalidae,
29/01/2022,,Gonyodiscus rotundatus,Rounded Snail,Stylommatophora,Discidae,
29/01/2022,,Coccinella septempunctata,7-spot ladybird,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holm Oak (Quercus ilex),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holm Oak (Quercus ilex),Cartodere bifasciata,,Coleoptera,Latridiidae,
29/01/2022,Beaten from Holm Oak (Quercus ilex),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holly (Ilex aquifolium),Adalia decempunctata,10-spot Ladybird,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holly (Ilex aquifolium),Diaea dorsata,Eurasian Green Crab Spider,Araneae,Thomisidae,
29/01/2022,Beaten from Holly (Ilex aquifolium),Cardiastethus fasciiventris,,Hemiptera,Anthocoridae,
29/01/2022,Beaten from Ivy (Hedera helix). With fungal infection?,Halyzia sedecimguttata,Orange Ladybird,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Ivy (Hedera helix),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Ivy (Hedera helix),Nephus quadrimaculatus,Four-spotted Nephus,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Ivy (Hedera helix),Pogonocherus hispidus,lesser thorn-tipped longhorn beetle,Coleoptera,Cerambycidae,
29/01/2022,Beaten from Holly (Ilex aquifolium),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Ivy (Hedera helix),Nigma walckenaeri,Green Meshweaver,Araneae,Dictynidae,
29/01/2022,Beaten from Ivy (Hedera helix),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Ivy (Hedera helix),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holm Oak (Quercus ilex),Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holm Oak (Quercus ilex),Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holm Oak (Quercus ilex),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holm Oak (Quercus ilex),Deraeocoris lutescens,,Hemiptera,Miridae,
29/01/2022,Beaten from Yew (Taxus baccata),Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Yew (Taxus baccata),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holly (Ilex aquifolium),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holly (Ilex aquifolium),Pentatoma rufipes,Forest Bug,Hemiptera,Pentatomidae,
29/01/2022,Beaten from Holm Oak (Quercus ilex),Calvia quatuordecimguttata,Cream-spot Ladybird,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holm Oak (Quercus ilex),Elasmucha grisea,Parent Bug,Hemiptera,Acanthosomatidae,
29/01/2022,Beaten from Holm Oak (Quercus ilex),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holm Oak (Quercus ilex),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Ivy (Hedera helix),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holly (Ilex aquifolium),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holly (Ilex aquifolium),Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holm Oak (Quercus ilex),Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holm Oak (Quercus ilex),Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holly (Ilex aquifolium),Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holm Oak (Quercus ilex),Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holly (Ilex aquifolium),Empicoris rubromaculatus,,Hemiptera,Reduviidae,
29/01/2022,Beaten from Holly (Ilex aquifolium),Cardiastethus fasciiventris,,Hemiptera,Anthocoridae,
29/01/2022,Beaten from Holly (Ilex aquifolium),Halyzia sedecimguttata,Orange Ladybird,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holly (Ilex aquifolium),Paroligolophus agrestis,,Opiliones,Phalangiidae,
29/01/2022,Beaten from Yew (Taxus baccata),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Yew (Taxus baccata),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holm Oak (Quercus ilex),Pogonocherus hispidus,lesser thorn-tipped longhorn beetle,Coleoptera,Cerambycidae,
30/01/2022,,Steatoda nobilis,Noble False Widow,Araneae,Theridiidae,
30/01/2022,,Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
30/01/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
30/01/2022,Tried to measure it but the spider wasn’t keen 😅,Segestria florentina,Green-Fanged Tube Web Spider,Araneae,Segestriidae,
30/01/2022,Beaten from Holm Oak (Quercus ilex),Calvia quatuordecimguttata,Cream-spot Ladybird,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Holm Oak (Quercus ilex),Adalia decempunctata,10-spot Ladybird,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Holm Oak (Quercus ilex),Cardiastethus fasciiventris,,Hemiptera,Anthocoridae,
30/01/2022,Beaten from Holm Oak (Quercus ilex),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Holm Oak (Quercus ilex),Diaea dorsata,Eurasian Green Crab Spider,Araneae,Thomisidae,
30/01/2022,Beaten from Ivy (Hedera helix),Opilio canestrinii,Canestrini's Harvestman,Opiliones,Phalangiidae,
30/01/2022,Beaten from Ivy (Hedera helix),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Ivy (Hedera helix),Halyzia sedecimguttata,Orange Ladybird,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Ivy (Hedera helix),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Ivy (Hedera helix),Cardiastethus fasciiventris,,Hemiptera,Anthocoridae,
30/01/2022,Beaten from Ivy (Hedera helix),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Ivy (Hedera helix),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Ivy (Hedera helix),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Ivy (Hedera helix),Oxystoma pomonae,,Coleoptera,Brentidae,
30/01/2022,Beaten from Ivy (Hedera helix),Halyzia sedecimguttata,Orange Ladybird,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Holm Oak (Quercus ilex),Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
30/01/2022,,Aglais io,European Peacock Butterfly,Lepidoptera,Nymphalidae,
30/01/2022,Beaten from Holly (Ilex aquifolium),Halyzia sedecimguttata,Orange Ladybird,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Holm Oak (Quercus ilex),Oxystoma pomonae,,Coleoptera,Brentidae,
30/01/2022,Beaten from Holm Oak (Quercus ilex),Diaea dorsata,Eurasian Green Crab Spider,Araneae,Thomisidae,
30/01/2022,Beaten from Holm Oak (Quercus ilex),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Ivy (Hedera helix),Halyzia sedecimguttata,Orange Ladybird,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Ivy (Hedera helix),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Ivy (Hedera helix),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Ivy (Hedera helix),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Holm Oak (Quercus ilex),Halyzia sedecimguttata,Orange Ladybird,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Holm Oak (Quercus ilex),Coccinella septempunctata,7-spot ladybird,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Holm Oak (Quercus ilex),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Holm Oak (Quercus ilex),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Holm Oak (Quercus ilex),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
30/01/2022,Beaten from Holm Oak (Quercus ilex),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
29/01/2022,Beaten from Holm Oak (Quercus ilex),Acanthosoma haemorrhoidale,Hawthorn Shield Bug,Hemiptera,Acanthosomatidae,
31/01/2022,Beaten from Yew (Taxus baccata),Drepanepteryx phalaenoides,hook-winged lacewing,Neuroptera,Hemerobiidae,
31/01/2022,Beaten from Holm Oak (Quercus ilex),Norellia spinipes,,Diptera,Scathophagidae,
31/01/2022,Beaten from Ivy (Hedera helix),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
31/01/2022,Beaten from Ivy (Hedera helix),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
31/01/2022,Beaten from Yew (Taxus baccata),Halyzia sedecimguttata,Orange Ladybird,Coleoptera,Coccinellidae,
31/01/2022,Beaten from Yew (Taxus baccata),Diaea dorsata,Eurasian Green Crab Spider,Araneae,Thomisidae,
31/01/2022,Beaten from Ivy (Hedera helix),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
31/01/2022,Beaten from Ivy (Hedera helix),Opilio canestrinii,Canestrini's Harvestman,Opiliones,Phalangiidae,
31/01/2022,Beaten from Ivy (Ilex aquifolium),Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
31/01/2022,Beaten from Yew (Taxus baccata),Acanthosoma haemorrhoidale,Hawthorn Shield Bug,Hemiptera,Acanthosomatidae,
31/01/2022,Beaten from Yew (Taxus baccata),Acanthosoma haemorrhoidale,Hawthorn Shield Bug,Hemiptera,Acanthosomatidae,
31/01/2022,Beaten from Ivy (Hedera helix),Cyclosa conica,Conical Trashline Orbweaver,Araneae,Araneidae,
31/01/2022,Beaten from Ivy (Hedera helix),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
31/01/2022,Beaten from Ivy (Hedera helix),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
01/02/2022,,Polygonia c-album,European Comma,Lepidoptera,Nymphalidae,
01/02/2022,"The ladybird has 2 red spots which resume poppy flowers with a black dot in the middle of each. It is very shiny. 
",Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
01/02/2022,This ladybird was red/orange with 7 black spots on each wing ie 14 spots in total ,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
01/02/2022,,Syrphus torvus,Hairy-eyed Flower Fly,Diptera,Syrphidae,
01/02/2022,Beaten from Holly (Ilex aquifolium),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
01/02/2022,Beaten from Yew (Taxus baccata),Coccinella septempunctata,7-spot ladybird,Coleoptera,Coccinellidae,
01/02/2022,Beaten from Yew (Taxus baccata),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
01/02/2022,Beaten from Yew (Taxus baccata),Physatocheila dumetorum,hawthorn lacebug,Hemiptera,Tingidae,
01/02/2022,Beaten from Holly (Ilex aquifolium),Cyclosa conica,Conical Trashline Orbweaver,Araneae,Araneidae,
01/02/2022,Beaten from Holly (Ilex aquifolium),Acanthosoma haemorrhoidale,Hawthorn Shield Bug,Hemiptera,Acanthosomatidae,
01/02/2022,Beaten from Yew (Taxus baccata),Physatocheila dumetorum,hawthorn lacebug,Hemiptera,Tingidae,
01/02/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
01/02/2022,Beaten from Hawthorn (Crataegus sp),Mecinus pascuorum,,Coleoptera,Curculionidae,
01/02/2022,Beaten from Hawthorn (Crataegus sp),Anthonomus bituberculatus,,Coleoptera,Curculionidae,
01/02/2022,Beaten from Hawthorn (Crataegus sp),Mecinus pascuorum,,Coleoptera,Curculionidae,
01/02/2022,Beaten from Hawthorn (Crataegus sp),Gibbaranea gibbosa,Humped orbweb spider,Araneae,Araneidae,
01/02/2022,Beaten from Hawthorn (Crataegus sp),Bruchidius imbricornis,,Coleoptera,Chrysomelidae,
01/02/2022,Beaten from Hawthorn (Crataegus sp),Tytthaspis sedecimpunctata,16-spot Ladybird,Coleoptera,Coccinellidae,
01/02/2022,Beaten from Hawthorn (Crataegus sp),Mecinus pascuorum,,Coleoptera,Curculionidae,
01/02/2022,Beaten from Hawthorn (Crataegus sp),Bruchidius imbricornis,,Coleoptera,Chrysomelidae,
01/02/2022,Was alive and somehow ended up in our bathtub?!,Vespula germanica,German Wasp,Hymenoptera,Vespidae,
02/02/2022,Found on the inside of a unused shoe box. I believe all these pieces are part of one creature.,Supella longipalpa,Brown-banded Cockroach,Blattodea,Pseudophyllodromiidae,
02/02/2022,,Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
01/02/2022,"Looking at the bee, not the ladybird",Bombus pascuorum,Common Carder Bee,Hymenoptera,Apidae,
02/02/2022,Beaten from Holm Oak (Quercus ilex),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
02/02/2022,Beaten from Holm Oak (Quercus ilex),Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
02/02/2022,Beaten from Holly (Ilex aquifolium),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
02/02/2022,Beaten from Ivy (Hedera helix),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
02/02/2022,Beaten from Ivy (Hedera helix),Nycteola revayana,Oak Nycteoline,Lepidoptera,Nolidae,
02/02/2022,Beaten from Ivy (Hedera helix),Halyzia sedecimguttata,Orange Ladybird,Coleoptera,Coccinellidae,
02/02/2022,,Salticus scenicus,Zebra Jumping Spider,Araneae,Salticidae,
31/01/2022,Beaten from Ivy (Hedera helix),Nycteola revayana,Oak Nycteoline,Lepidoptera,Nolidae,
03/02/2022,,Steatoda nobilis,Noble False Widow,Araneae,Theridiidae,
03/02/2022,Beaten from Holm Oak (Quercus ilex),Harmonia axyridis,Harlequin Ladybird,Coleoptera,Coccinellidae,
03/02/2022,Beaten from Holm Oak (Quercus ilex),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
03/02/2022,Beaten from Holly (Ilex aquifolium),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
03/02/2022,Beaten from Ivy (Hedera helix),Halyzia sedecimguttata,Orange Ladybird,Coleoptera,Coccinellidae,
03/02/2022,Beaten from Holm Oak (Quercus ilex),Physatocheila dumetorum,hawthorn lacebug,Hemiptera,Tingidae,
03/02/2022,Beaten from Holm Oak (Quercus ilex),Halyzia sedecimguttata,Orange Ladybird,Coleoptera,Coccinellidae,
04/02/2022,"Part of the We Are Preston Heritage Project:

This ob. is duplicated on the Brent Parks Friends Project.

Think large garden bumble bee as very large and loud.   

Exceptionally early, due to 3 nights of warm temperatures.  The flowering box is also attracting them - 3 so far.  

Is this a buff tail ?  We have others sighted.  ",Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
04/02/2022,Beaten from Ivy (Hedera helix),Nigma walckenaeri,Green Meshweaver,Araneae,Dictynidae,
04/02/2022,Beaten from Holm Oak (Quercus ilex),Acanthosoma haemorrhoidale,Hawthorn Shield Bug,Hemiptera,Acanthosomatidae,
04/02/2022,Beaten from Holm Oak (Quercus ilex),Suillia variegata,,Diptera,Heleomyzidae,
04/02/2022,Beaten from Holly (Ilex aquifolium),Adalia decempunctata,10-spot Ladybird,Coleoptera,Coccinellidae,
04/02/2022,Beaten from Ivy (Hedera helix),Graphopsocus cruciatus,F-winged Barklouse,Psocodea,Stenopsocidae,
03/02/2022,Beaten from Yew (Taxus baccata),Amblyptilia acanthadactyla,Beautiful Plume Moth,Lepidoptera,Pterophoridae,
05/02/2022,,Palomena prasina,Green Shield Bug,Hemiptera,Pentatomidae,
05/02/2022,,Episyrphus balteatus,Marmalade Hover Fly,Diptera,Syrphidae,
05/02/2022,"Part of the We Are Preston Heritage Project:

This ob. is duplicated on the Brent Parks Friends Project.

Early and very cold, slow moving.  Reviving indoors with rainwater nectar.   ",Bombus terrestris,Buff-tailed Bumble Bee,Hymenoptera,Apidae,
05/02/2022,Beaten from Holly (Ilex aquifolium),Physatocheila dumetorum,hawthorn lacebug,Hemiptera,Tingidae,
05/02/2022,Beaten from Ivy (Hedera helix),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
05/02/2022,Beaten from Yew (Taxus baccata),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
05/02/2022,Beaten from Yew (Taxus baccata),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
05/02/2022,Beaten from Holm Oak (Quercus ilex),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
05/02/2022,Beaten from Holly (Ilex aquifolium),Ballus chalybeius,Oak Jumping Spider,Araneae,Salticidae,
05/02/2022,Beaten from Ivy (Hedera helix),Palomena prasina,Green Shield Bug,Hemiptera,Pentatomidae,
05/02/2022,Beaten from Holly (Ilex aquifolium),Acanthosoma haemorrhoidale,Hawthorn Shield Bug,Hemiptera,Acanthosomatidae,
05/02/2022,Beaten from Yew (Taxus baccata),Pogonocherus hispidus,lesser thorn-tipped longhorn beetle,Coleoptera,Cerambycidae,
05/02/2022,Beaten from Holly (Ilex aquifolium),Paroligolophus agrestis,,Opiliones,Phalangiidae,
03/02/2022,Beaten from Holm Oak (Quercus ilex),Gonocerus acuteangulatus,Box Bug,Hemiptera,Coreidae,
06/02/2022,,Chrysoperla carnea,carnea-group Green Lacewings,Neuroptera,Chrysopidae,
06/02/2022,"Was cold. Brought inside, warmed up, and given sugar water. Perked up within a few minutes, was released back outside, and flew off.",Bombus terrestris audax,,Hymenoptera,Apidae,
06/02/2022,,Pseudeuophrys lanigera,House Jumping Spider,Araneae,Salticidae,
05/02/2022,,Limax maximus,Leopard Slug,Stylommatophora,Limacidae,
05/02/2022,,Limax maximus,Leopard Slug,Stylommatophora,Limacidae,
05/02/2022,,Limax maximus,Leopard Slug,Stylommatophora,Limacidae,
05/02/2022,,Phytomyza ilicis,European Holly Leafminer,Diptera,Agromyzidae,
06/02/2022,Beaten from Hawthorn (Crataegus sp),Anthonomus bituberculatus,,Coleoptera,Curculionidae,
06/02/2022,Beaten from Hawthorn (Crataegus sp),Physatocheila dumetorum,hawthorn lacebug,Hemiptera,Tingidae,
06/02/2022,Beaten from Hawthorn (Crataegus sp),Anthonomus bituberculatus,,Coleoptera,Curculionidae,
06/02/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
06/02/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
06/02/2022,Beaten from Hawthorn (Crataegus sp),Gibbaranea gibbosa,Humped orbweb spider,Araneae,Araneidae,
06/02/2022,Beaten from Hawthorn (Crataegus sp),Rhyzobius chrysomeloides,Round-keeled Rhyzobius,Coleoptera,Coccinellidae,
06/02/2022,Beaten from Hawthorn (Crataegus sp),Physatocheila dumetorum,hawthorn lacebug,Hemiptera,Tingidae,
06/02/2022,Beaten from Hawthorn (Crataegus sp),Nigma puella,Bleeding Heart Spider,Araneae,Dictynidae,
06/02/2022,Beaten from Hawthorn (Crataegus sp),Mecinus pascuorum,,Coleoptera,Curculionidae,
06/02/2022,Beaten from Hawthorn (Crataegus sp),Cardiastethus fasciiventris,,Hemiptera,Anthocoridae,
27/01/2022,,Anodonta anatina,Duck Mussel,Unionida,Unionidae,
29/01/2022,,Anyphaena accentuata,Buzzing Spider,Araneae,Anyphaenidae,
07/02/2022,,Anthophora plumipes,Hairy-footed Flower Bee,Hymenoptera,Apidae,
